Hazmat,PO,FlatBed,Reefer,Vans,Year,MoY,DoM,DoY,DoW,Bill Distance,Total Miles,Origin Latitude,Origin Longitude,Destination Latitude,Destination Longitude,Pay Per Total Mile
0.0,0,0,0,1,2022,2,24,55,4,296.0,296.0,42.0681,-88.2781,42.2646,-83.4746,5.57
0.0,0,0,0,1,2022,2,25,56,5,514.0,514.0,34.1502,-83.9562,39.1114,-88.5543,3.21
0.0,0,0,0,1,2022,3,4,63,5,697.0,697.0,34.1502,-83.9562,40.4466,-76.4222,4.02
0.0,0,0,0,1,2022,3,1,60,2,697.0,697.0,34.1502,-83.9562,40.4466,-76.4222,4.09
0.0,0,0,0,1,2022,3,23,82,3,331.0,331.0,34.0733,-117.2202,33.3444,-111.8339,0.0
0.0,0,0,0,1,2022,2,25,56,5,514.0,514.0,34.1502,-83.9562,39.1114,-88.5543,3.7
0.0,0,0,0,1,2022,2,25,56,5,514.0,514.0,34.1502,-83.9562,39.1114,-88.5543,4.18
0.0,0,0,0,1,2022,2,25,56,5,514.0,514.0,34.1502,-83.9562,39.1114,-88.5543,4.86
0.0,0,0,0,1,2022,2,25,56,5,697.0,697.0,34.1502,-83.9562,40.4466,-76.4222,4.3
0.0,0,0,0,1,2022,2,25,56,5,695.0,695.0,40.3439,-76.4677,34.1502,-83.9562,3.74
0.0,0,0,1,0,2022,2,27,58,7,532.0,535.0,41.9822,-87.943,35.1766,-89.8566,4.67
0.0,0,0,1,0,2022,2,28,59,1,532.0,535.0,41.9822,-87.943,35.1766,-89.8566,4.67
0.0,0,0,0,1,2022,3,4,63,5,677.0,677.0,29.9719,-90.2928,33.9728,-81.1987,2.66
0.0,0,0,0,1,2022,3,2,61,3,281.0,274.0,43.0199,-74.3461,39.829,-75.1981,3.65
0.0,0,0,1,0,2022,3,1,60,2,532.0,535.0,41.9822,-87.943,35.1766,-89.8566,5.61
0.0,0,0,1,0,2022,3,1,60,2,532.0,535.0,41.9822,-87.943,35.1766,-89.8566,5.61
0.0,0,0,0,1,2022,3,4,63,5,628.0,628.0,42.7611,-86.0808,40.4437,-76.4283,5.33
0.0,0,1,0,0,2022,3,4,63,5,453.0,453.0,39.7397,-86.2686,35.005,-89.8718,5.08
0.0,0,0,0,1,2022,3,4,63,5,689.0,689.0,36.1607,-86.7371,39.2647,-76.6432,4.21
0.0,0,0,0,1,2022,3,4,63,5,813.0,813.0,32.818,-83.2485,42.1178,-87.9242,3.06
0.0,0,0,0,1,2022,3,16,75,3,203.0,200.0,43.5811,-85.4671,41.5371,-87.4741,5.0
0.0,0,1,0,0,2022,3,16,75,3,332.0,332.0,40.5781,-75.4881,42.8585,-70.8856,5.87
0.0,0,0,0,1,2022,3,14,73,1,697.0,697.0,34.1502,-83.9562,40.4466,-76.4222,4.0
0.0,0,0,0,1,2022,3,14,73,1,697.0,697.0,34.1502,-83.9562,40.4466,-76.4222,4.0
0.0,0,0,0,1,2022,3,7,66,1,618.0,618.0,39.2647,-76.6432,34.1502,-83.9562,3.4
0.0,0,0,0,1,2022,3,9,68,3,618.0,618.0,39.2647,-76.6432,34.1502,-83.9562,3.88
0.0,0,0,0,1,2022,3,14,73,1,41.0,41.0,39.3123,-76.5378,39.5834,-76.0265,13.41
0.0,0,1,0,0,2022,3,11,70,5,750.0,683.0,33.6103,-85.9742,32.7141,-96.8668,3.0
0.0,0,0,0,1,2022,3,9,68,3,857.0,857.0,42.0558,-72.5209,38.2009,-85.261,3.15
0.0,0,0,0,1,2022,3,15,74,2,464.0,464.0,39.1425,-94.5531,41.7213,-88.3582,2.8
0.0,0,0,0,1,2022,3,17,76,4,464.0,464.0,39.1425,-94.5531,41.7213,-88.3582,2.8
0.0,0,0,0,1,2022,3,8,67,2,536.0,536.0,41.1573,-77.3519,38.4349,-85.231,3.36
0.0,0,0,0,1,2022,3,8,67,2,588.0,588.0,34.7957,-84.7721,41.6134,-87.6216,2.89
0.0,0,0,0,1,2022,3,15,74,2,536.0,536.0,41.1573,-77.3519,38.4349,-85.231,4.1
0.0,0,0,0,1,2022,3,21,80,1,536.0,536.0,41.1573,-77.3519,38.4349,-85.231,3.36
0.0,0,0,0,1,2022,3,8,67,2,768.0,785.0,43.1191,-89.3146,33.4267,-91.0391,4.46
0.0,0,0,0,1,2022,3,12,71,6,855.0,855.0,40.0367,-86.9213,41.7545,-72.6442,3.74
0.0,0,0,0,1,2022,3,8,67,2,1021.0,1021.0,43.1849,-77.669,32.5482,-84.8673,2.81
0.0,0,0,0,1,2022,3,14,73,1,490.0,484.0,32.6667,-95.1917,38.885,-94.6823,3.1
0.0,0,0,0,1,2022,3,8,67,2,327.0,327.0,41.0174,-81.4791,37.7252,-84.288,4.59
0.0,0,0,0,1,2022,3,11,70,5,2099.0,1911.0,34.0197,-117.5566,40.1544,-88.2677,2.72
0.0,0,0,0,1,2022,3,11,70,5,23.0,23.0,41.6705,-87.7577,41.9115,-87.8593,21.74
0.0,0,0,0,1,2022,3,9,68,3,691.0,691.0,41.0771,-89.7633,33.4388,-94.1326,4.34
0.0,0,0,0,1,2022,3,11,70,5,811.0,811.0,41.0771,-89.7633,32.9487,-96.9125,4.32
0.0,0,0,0,1,2022,3,11,70,5,732.0,732.0,41.0771,-89.7633,34.9337,-82.1883,4.1
0.0,0,0,0,1,2022,3,7,66,1,660.0,660.0,38.72,-90.1469,30.35,-89.7453,2.96
0.0,0,0,0,1,2022,3,7,66,1,699.0,699.0,34.207,-90.5487,41.0694,-83.5979,0.97
0.0,0,0,0,1,2022,3,11,70,5,48.0,48.0,37.7569,-122.2058,37.7187,-121.5258,10.42
0.0,0,0,0,1,2022,3,8,67,2,1112.0,1112.0,31.0772,-87.1111,42.9926,-78.2125,1.07
0.0,0,0,0,1,2022,3,8,67,2,1248.0,1248.0,43.1858,-77.6707,31.2202,-90.4903,2.88
0.0,0,0,0,1,2022,3,14,73,1,186.0,186.0,43.0199,-74.3461,41.3143,-72.2654,5.38
0.0,0,0,0,1,2022,3,10,69,4,6.0,6.0,33.9232,-117.9295,33.8615,-117.839,66.67
0.0,0,0,0,1,2022,3,6,65,7,399.0,399.0,38.7662,-90.0552,43.7304,-87.7346,1.43
0.0,0,0,1,0,2022,3,9,68,3,804.0,804.0,42.0309,-87.977,35.1775,-97.4237,4.29
0.0,0,0,0,1,2022,3,10,69,4,848.0,848.0,41.0771,-89.7633,32.3062,-96.5927,3.89
0.0,0,0,1,0,2022,3,9,68,3,540.0,540.0,42.0309,-87.977,35.1766,-89.8566,5.0
0.0,0,0,1,0,2022,3,9,68,3,540.0,540.0,42.0309,-87.977,35.1766,-89.8566,5.0
0.0,0,0,0,1,2022,3,9,68,3,1112.0,1112.0,31.0772,-87.1111,42.9926,-78.2125,3.31
0.0,0,0,0,1,2022,3,14,73,1,1040.0,1040.0,41.5152,-86.8969,31.5109,-97.176,1.83
0.0,0,1,0,0,2022,3,16,75,3,683.0,683.0,33.6103,-85.9742,32.6337,-96.7639,3.25
0.0,0,1,0,0,2022,3,16,75,3,536.0,536.0,33.6103,-85.9742,32.5255,-94.3172,4.48
0.0,0,0,0,1,2022,3,11,70,5,1041.0,1041.0,41.0771,-89.7633,29.6799,-96.898,2.88
0.0,0,0,0,1,2022,3,9,68,3,1261.0,1261.0,42.1923,-72.6099,28.0423,-82.0259,2.51
0.0,0,0,0,1,2022,3,9,68,3,388.0,388.0,42.991,-84.2059,43.754,-87.7323,1.36
0.0,0,1,0,0,2022,3,10,69,4,691.0,691.0,32.8334,-79.8828,35.005,-89.8718,5.05
0.0,0,0,0,1,2022,3,9,68,3,362.0,362.0,30.8596,-83.9429,34.9089,-81.8345,4.16
0.0,0,0,0,1,2022,3,11,70,5,1188.0,1188.0,32.4591,-91.4963,40.5781,-75.4881,1.68
0.0,0,0,0,1,2022,3,9,68,3,129.0,129.0,31.6255,-90.0825,30.3635,-89.0953,8.11
0.0,0,0,0,1,2022,3,10,69,4,736.0,736.0,39.8587,-84.9244,31.2592,-89.2602,3.12
0.0,0,0,0,1,2022,3,10,69,4,1112.0,1112.0,31.0772,-87.1111,42.9926,-78.2125,1.17
0.0,0,0,0,1,2022,3,11,70,5,239.0,239.0,34.1901,-82.2253,35.0418,-85.1957,5.23
0.0,0,0,1,0,2022,3,15,74,2,737.0,737.0,44.3556,-87.8336,34.9856,-89.8027,4.75
0.0,0,0,0,1,2022,3,9,68,3,720.0,720.0,41.6649,-88.0855,32.3793,-86.1784,1.17
0.0,0,0,1,1,2022,3,9,68,3,909.0,909.0,41.6649,-88.0855,29.9483,-90.077,1.08
0.0,0,0,0,1,2022,3,8,67,2,785.0,785.0,43.1191,-89.3152,33.4295,-91.0324,1.25
0.0,0,0,1,1,2022,3,9,68,3,772.0,772.0,31.5618,-90.12,39.8635,-84.9162,3.36
0.0,0,0,0,1,2022,3,10,69,4,878.0,878.0,41.7757,-85.4232,31.2592,-89.2602,1.03
0.0,0,0,0,1,2022,3,9,68,3,715.0,715.0,39.8635,-84.9162,32.3114,-89.8287,1.1
0.0,0,0,0,1,2022,3,10,69,4,539.0,539.0,44.5483,-88.0443,38.8586,-91.9449,1.04
0.0,0,0,1,0,2022,3,10,69,4,540.0,540.0,42.0309,-87.977,35.0159,-89.849,3.7
0.0,0,0,0,1,2022,3,11,70,5,1348.0,1348.0,27.608,-99.519,41.849,-87.7276,3.23
0.0,0,0,0,1,2022,3,11,70,5,1348.0,437.0,27.608,-99.519,32.944,-96.8328,3.43
0.0,0,0,0,1,2022,3,10,69,4,283.0,283.0,31.1662,-85.0945,30.3675,-89.0978,4.51
0.0,0,1,0,0,2022,3,10,69,4,9.0,9.0,33.7999,-118.2442,33.8951,-118.2683,0.0
0.0,0,0,0,1,2022,3,10,69,4,287.0,287.0,41.8052,-87.7063,39.519,-84.3899,1.72
0.0,0,0,0,1,2022,3,10,69,4,594.0,594.0,31.6255,-90.0825,39.0639,-89.7342,1.06
0.0,0,0,0,1,2022,3,10,69,4,147.0,147.0,31.6255,-90.0825,29.9905,-90.0265,7.43
0.0,0,0,0,1,2022,3,21,80,1,464.0,464.0,39.1425,-94.5531,41.7213,-88.3582,2.8
0.0,0,0,0,1,2022,3,10,69,4,693.0,693.0,31.6255,-90.0825,39.1638,-94.4816,3.53
0.0,0,0,0,1,2022,3,23,82,3,464.0,464.0,39.1425,-94.5531,41.7213,-88.3582,2.8
0.0,0,0,0,1,2022,3,10,69,4,439.0,439.0,35.6705,-79.8237,31.5553,-84.1794,3.69
0.0,0,0,0,1,2022,3,11,70,5,310.0,310.0,41.993,-87.8961,39.9894,-83.1107,4.03
0.0,0,0,0,1,2022,3,11,70,5,341.0,341.0,35.1839,-84.8265,39.3323,-84.4589,1.56
0.0,0,0,0,1,2022,3,10,69,4,242.0,242.0,42.9288,-78.7167,41.0254,-76.3466,1.74
0.0,0,0,0,1,2022,3,11,70,5,736.0,736.0,39.8587,-84.9244,31.2592,-89.2602,1.1
0.0,0,0,0,1,2022,3,10,69,4,172.0,172.0,39.1069,-84.8688,41.0926,-83.6393,4.65
0.0,0,0,0,1,2022,3,11,70,5,464.0,464.0,39.1425,-94.5531,41.7213,-88.3582,2.8
0.0,0,0,0,1,2022,3,11,70,5,1369.0,1369.0,42.3167,-88.292,27.6873,-99.4567,2.34
0.0,0,0,0,1,2022,3,14,73,1,484.0,484.0,35.5527,-87.1784,41.5538,-85.8158,3.93
0.0,0,0,0,1,2022,3,11,70,5,773.0,773.0,40.6705,-82.3141,32.411,-88.6235,3.64
0.0,0,0,0,1,2022,3,16,75,3,1172.0,1172.0,40.6708,-74.1942,36.9636,-93.7984,2.99
0.0,0,0,0,1,2022,3,11,70,5,808.0,808.0,43.7164,-73.0615,35.7658,-80.8428,3.5
0.0,0,0,0,1,2022,3,11,70,5,2099.0,2099.0,37.7655,-122.2203,40.1544,-88.2677,0.07
0.0,0,0,0,1,2022,3,21,80,1,1172.0,1172.0,40.6708,-74.1942,36.9636,-93.7984,4.52
0.0,0,0,0,1,2022,3,11,70,5,1248.0,1248.0,43.0914,-77.6167,27.9884,-82.1103,2.82
0.0,0,0,0,1,2022,3,11,70,5,1193.0,1193.0,43.1858,-77.6707,30.45,-85.875,2.64
0.0,0,0,0,1,2022,3,11,70,5,688.0,688.0,40.149,-87.5899,31.613,-90.4201,3.26
0.0,0,0,0,1,2022,3,15,74,2,2165.0,2165.0,41.0821,-73.9586,40.7792,-112.0236,2.86
0.0,0,0,1,0,2022,3,11,70,5,540.0,333.0,42.0309,-87.977,39.9663,-83.1364,3.6
0.0,0,0,0,1,2022,3,15,74,2,1867.0,1834.0,32.6852,-96.9618,43.6763,-70.6411,2.94
0.0,0,0,0,1,2022,3,11,70,5,845.0,845.0,43.0079,-78.2271,34.5402,-86.9788,3.79
0.0,0,0,0,1,2022,3,11,70,5,813.0,813.0,39.265,-84.3748,31.3236,-92.4767,0.96
0.0,0,0,0,1,2022,3,17,76,4,234.0,221.0,43.6763,-70.6411,43.1769,-73.7166,6.79
0.0,0,0,0,1,2022,3,11,70,5,712.0,712.0,32.3114,-89.8287,39.8635,-84.9162,1.09
0.0,0,0,0,1,2022,3,13,72,7,440.0,440.0,31.6255,-90.0825,35.1839,-84.8265,5.27
0.0,0,0,0,1,2022,3,13,72,7,426.0,426.0,43.1657,-78.733,42.9611,-83.7678,1.34
0.0,0,0,0,1,2022,3,11,70,5,539.0,539.0,30.7093,-91.3181,31.4141,-83.4874,1.12
0.0,0,0,1,0,2022,3,14,73,1,952.0,952.0,44.4561,-89.4942,40.5899,-75.6123,4.94
0.0,0,0,0,1,2022,3,11,70,5,933.0,933.0,31.6255,-90.0825,42.2525,-84.7725,1.1
0.0,0,0,1,0,2022,3,16,75,3,763.0,763.0,41.7918,-87.8123,32.4533,-84.9465,5.24
0.0,0,0,1,0,2022,3,15,74,2,702.0,702.0,42.0079,-88.3135,36.7291,-79.8735,5.7
0.0,0,0,0,1,2022,3,14,73,1,949.0,949.0,31.6255,-90.0825,37.8643,-77.4596,3.28
0.0,0,0,0,1,2022,3,15,74,2,283.0,283.0,43.5595,-89.5006,41.5641,-85.7952,4.95
0.0,0,1,0,0,2022,3,18,77,5,700.0,700.0,40.866,-81.7553,34.1635,-88.7013,5.14
0.0,0,0,1,0,2022,3,14,73,1,191.0,191.0,41.9406,-87.9062,39.6843,-86.3623,8.12
0.0,0,0,0,1,2022,3,14,73,1,903.0,903.0,41.6395,-83.6124,31.1719,-89.4138,2.72
0.0,0,0,1,0,2022,3,14,73,1,191.0,191.0,41.9406,-87.9062,39.6843,-86.3623,7.85
0.0,0,0,0,1,2022,3,13,72,7,120.0,120.0,35.1839,-84.8265,33.7163,-84.5805,2.8
0.0,0,0,0,1,2022,3,14,73,1,468.0,468.0,38.2914,-88.8895,32.3657,-90.4081,1.08
0.0,1,0,0,0,2022,3,22,81,2,1466.0,1466.0,33.9234,-83.3572,31.8333,-106.3913,2.39
1.0,0,0,0,1,2022,3,16,75,3,928.0,928.0,34.1502,-83.9562,41.3424,-72.1221,4.09
0.0,0,0,0,1,2022,3,19,78,6,217.0,210.0,39.6031,-86.065,41.9466,-88.036,3.33
0.0,0,0,1,0,2022,3,17,76,4,165.0,165.0,42.0594,-88.0517,40.1483,-89.4083,6.52
0.0,0,0,0,1,2022,3,14,73,1,398.0,398.0,31.0772,-87.1111,36.1849,-86.2697,4.35
0.0,0,0,1,0,2022,3,15,74,2,952.0,952.0,44.4561,-89.4942,40.5899,-75.6123,4.73
0.0,0,0,1,0,2022,3,15,74,2,952.0,952.0,44.4561,-89.4942,40.5899,-75.6123,5.25
0.0,0,0,0,1,2022,3,14,73,1,117.0,117.0,41.9471,-84.8915,40.5626,-85.6987,3.08
0.0,0,0,0,1,2022,3,14,73,1,644.0,644.0,39.7198,-94.8825,32.3581,-90.6572,2.97
0.0,0,0,0,1,2022,3,14,73,1,551.0,551.0,39.3995,-88.8183,33.6506,-84.5042,3.24
0.0,0,0,0,1,2022,3,14,73,1,471.0,471.0,31.6255,-90.0825,36.1849,-86.2697,3.91
0.0,0,0,0,1,2022,3,15,74,2,639.0,639.0,40.7663,-72.9845,35.4425,-80.6691,3.13
0.0,0,0,1,0,2022,3,22,81,2,85.0,85.0,39.9155,-77.6597,38.9939,-78.171,11.76
0.0,0,0,1,0,2022,3,22,81,2,85.0,85.0,39.9155,-77.6597,38.9939,-78.171,11.76
1.0,0,0,0,1,2022,3,14,73,1,424.0,424.0,37.7252,-84.288,33.5179,-81.844,5.78
0.0,0,0,0,1,2022,3,15,74,2,89.0,89.0,41.6783,-81.357,41.2802,-82.8742,6.18
0.0,0,0,1,0,2022,3,15,74,2,532.0,532.0,41.9471,-87.8605,35.1766,-89.8566,5.08
0.0,0,0,0,1,2022,3,14,73,1,366.0,366.0,42.2525,-84.7725,42.5178,-90.6545,1.35
0.0,0,0,1,0,2022,3,15,74,2,532.0,532.0,41.9471,-87.8605,35.1766,-89.8566,5.08
0.0,0,0,1,0,2022,3,15,74,2,804.0,804.0,42.0309,-87.977,35.1775,-97.4237,4.23
0.0,0,0,0,1,2022,3,14,73,1,736.0,736.0,39.8587,-84.9244,31.2686,-89.2697,3.23
0.0,0,0,0,1,2022,3,14,73,1,363.0,363.0,41.5446,-87.511,39.3335,-82.048,3.75
0.0,0,0,0,1,2022,3,17,76,4,694.0,694.0,40.3439,-76.4677,39.1114,-88.5543,3.46
0.0,0,0,0,1,2022,3,15,74,2,736.0,736.0,39.8587,-84.9244,31.2592,-89.2602,1.1
0.0,0,0,0,1,2022,3,15,74,2,904.0,904.0,42.075,-88.3318,30.9666,-84.615,2.92
0.0,0,0,0,1,2022,3,17,76,4,848.0,848.0,41.0771,-89.7633,32.3062,-96.5927,4.72
0.0,0,0,0,1,2022,3,16,75,3,848.0,848.0,41.0771,-89.7633,32.3062,-96.5927,3.66
0.0,0,0,0,1,2022,3,15,74,2,675.0,675.0,41.0771,-89.7633,33.1699,-86.2925,4.74
0.0,0,0,0,1,2022,3,16,75,3,900.0,900.0,41.0771,-89.7633,35.3859,-78.0099,4.44
0.0,0,1,0,0,2022,3,16,75,3,1759.0,1575.0,41.3382,-75.808,29.7317,-95.2469,3.37
0.0,0,0,0,1,2022,3,15,74,2,547.0,547.0,35.2624,-87.3277,31.6459,-82.9968,3.11
0.0,0,0,0,1,2022,3,16,75,3,187.0,187.0,32.9711,-80.1103,35.2237,-80.4137,4.28
0.0,0,0,1,0,2022,3,16,75,3,804.0,804.0,42.0309,-87.977,35.1775,-97.4237,4.23
0.0,0,0,1,0,2022,3,16,75,3,804.0,802.0,41.9406,-87.9062,35.1775,-97.4237,3.99
0.0,0,0,0,1,2022,3,16,75,3,89.0,89.0,41.6783,-81.357,41.2802,-82.8742,6.18
0.0,0,0,0,1,2022,3,15,74,2,912.0,912.0,42.1025,-86.1658,30.445,-87.2222,0.99
0.0,0,0,0,1,2022,3,15,74,2,801.0,801.0,40.7606,-87.1127,30.531,-88.2471,1.05
0.0,0,0,0,1,2022,3,16,75,3,781.0,781.0,41.861,-71.3727,34.681,-79.8876,2.82
0.0,0,0,0,1,2022,3,15,74,2,279.0,279.0,35.1839,-84.8265,37.7682,-87.0837,5.05
0.0,0,0,0,1,2022,3,15,74,2,909.0,909.0,41.6649,-88.0855,29.9482,-90.0776,3.29
0.0,0,0,0,1,2022,3,21,80,1,186.0,186.0,43.0067,-74.3676,41.3143,-72.2654,5.38
0.0,0,0,0,1,2022,3,11,70,5,660.0,660.0,39.859,-88.9043,31.7164,-85.8412,3.39
0.0,0,0,0,1,2022,3,17,76,4,1996.0,2009.0,41.9822,-87.943,33.8527,-118.3084,1.99
0.0,0,0,0,1,2022,3,16,75,3,2009.0,2009.0,41.9822,-87.943,33.8527,-118.3084,0.0
0.0,0,0,0,1,2022,3,15,74,2,129.0,129.0,31.6255,-90.0825,30.3635,-89.0953,7.33
0.0,0,0,1,0,2022,3,16,75,3,146.0,533.0,41.9603,-87.9049,35.1763,-89.8568,3.75
0.0,0,0,1,0,2022,3,16,75,3,146.0,533.0,41.9603,-87.9049,35.1763,-89.8568,4.13
0.0,0,0,0,1,2022,3,16,75,3,900.0,900.0,41.0771,-89.7633,35.3848,-78.0108,1.15
0.0,0,1,0,0,2022,3,18,77,5,2156.0,2121.0,41.4385,-79.7081,43.5949,-116.5469,4.48
0.0,0,0,0,1,2022,3,16,75,3,770.0,770.0,36.8399,-76.4359,39.3439,-87.4058,3.43
0.0,0,0,0,1,2022,3,16,75,3,183.0,183.0,41.1568,-96.1208,43.604,-96.5742,6.01
0.0,0,0,0,1,2022,3,15,74,2,471.0,471.0,31.6255,-90.0825,36.1849,-86.2697,3.98
0.0,0,0,0,1,2022,3,15,74,2,345.0,345.0,39.372,-81.515,41.7485,-86.3345,3.48
